text,zone_id,parameter,direction,intensity,source
it's been slightly breezy in the den all day,zone_living,airflow,decrease,mild,template_train
the bathroom is slightly breezy,zone_bathroom,airflow,decrease,mild,template_train
it's been a little too warm in the dining room all day,zone_common,temperature,decrease,mild,template_train
we're sitting in the kitchen and it's slightly stale,zone_kitchen,airflow,increase,mild,template_train
it's freezing,UNSPECIFIED,temperature,increase,strong,template_train
we're sitting in the bed room and it's drafty,zone_bedroom,airflow,decrease,moderate,template_train
"please fix the lobby, it's a little clammy",zone_common,humidity,decrease,mild,template_train
too drafty in the sitting room again,zone_living,airflow,decrease,moderate,template_train
the bath is slightly stale,zone_bathroom,airflow,increase,mild,template_train
its slightly breezy in here,UNSPECIFIED,airflow,decrease,mild,template_train
den is slightly stale,zone_living,airflow,increase,mild,template_train
we're sitting in the washroom and it's slightly stale,zone_bathroom,airflow,increase,mild,template_train
the dining area is like an icebox,zone_common,temperature,increase,strong,template_train
the hallway is a touch stuffy and warm,zone_common,temperature,decrease,mild,template_train
honestly it's just sticky,UNSPECIFIED,humidity,decrease,moderate,template_train
the den is really dry,zone_living,humidity,increase,moderate,template_train
"can you do something about the kitchen, it's so dry my throat hurts",zone_kitchen,humidity,increase,strong,template_train
we're sitting in the lounge and it's slightly dry,zone_living,humidity,increase,mild,template_train
"can you do something about the guest room, it's completely airless",zone_bedroom,airflow,increase,strong,template_train
really dry in the work room again,zone_office,humidity,increase,moderate,template_train
it's been way too cold in the study room all day,zone_office,temperature,increase,strong,template_train
"can you do something about the dining room, it's swampy",zone_common,humidity,decrease,strong,template_train
it's been a bit humid in the washroom all day,zone_bathroom,humidity,decrease,mild,template_train
too stuffy in the my son's room again,zone_bedroom,airflow,increase,moderate,template_train
"please fix the lobby, it's colder than I'd like",zone_common,temperature,increase,moderate,template_train
"can you do something about the guest room, it's a touch cold",zone_bedroom,temperature,increase,mild,template_train
it's been freezing in the kitchen all day,zone_kitchen,temperature,increase,strong,template_train
"please fix the mud room, its a bit humid",zone_common,humidity,decrease,mild,template_train
still unbearably muggy,UNSPECIFIED,humidity,decrease,strong,template_train
it's been quite hot in the work room all day,zone_office,temperature,decrease,moderate,template_train
the lobby is way too dry,zone_common,humidity,increase,strong,template_train
it's quite hot,UNSPECIFIED,temperature,decrease,moderate,template_train
we're sitting in the hallway and it's dry,zone_common,humidity,increase,moderate,template_train
it is way too cold in the bedroom,zone_bedroom,temperature,increase,strong,template_train
"can you do something about the washroom, it's suffocating",zone_bathroom,airflow,increase,strong,template_train
"please fix the den, it's completely airless",zone_living,airflow,increase,strong,template_train
"please fix the kitchen, it's warmer than I'd like",zone_kitchen,temperature,decrease,moderate,template_train
it is dry in the washroom,zone_bathroom,humidity,increase,moderate,template_train
work room is suffocating,zone_office,airflow,increase,strong,template_train
we're sitting in teh drawing hall and it's slightly warm,zone_living,temperature,decrease,mild,template_train
now it's completely airless,UNSPECIFIED,airflow,increase,strong,template_train
"please fix the bed room, it's too cold",zone_bedroom,temperature,increase,moderate,template_train
"please fix the bathroom, it's slightly dry",zone_bathroom,humidity,increase,mild,template_train
study room is quite cold,zone_office,temperature,increase,moderate,template_train
"please fix the washroom, it's really dry",zone_bathroom,humidity,increase,moderate,template_train
washroom is drafty,zone_bathroom,airflow,decrease,moderate,template_train
still freezing,UNSPECIFIED,temperature,increase,strong,template_train
teh lobby is unbearably hot,zone_common,temperature,decrease,strong,template_train
it's been like an icebox in the sitting room all day,zone_living,temperature,increase,strong,template_train
it's been too hot in the bathroom all day,zone_bathroom,temperature,decrease,moderate,template_train
"please fix the study, it's suffocating",zone_office,airflow,increase,strong,template_train
"can you do something about the master bedroom, it's freezing",zone_bedroom,temperature,increase,strong,template_train
work room is unbearably muggy,zone_office,humidity,decrease,strong,template_train
front room is so dry my throat hurts,zone_living,humidity,increase,strong,template_train
drawing hall is sweltering,zone_living,temperature,decrease,strong,template_train
it's been slightly stale in the my room all day,zone_bedroom,airflow,increase,mild,template_train
"please fix the work room, it's too hot",zone_office,temperature,decrease,moderate,template_train
lobby is unbearably hot,zone_common,temperature,decrease,strong,template_train
it is like a wind tunnel in the kitchen,zone_kitchen,airflow,decrease,strong,template_train
we're sitting in the washroom and it's completely airless,zone_bathroom,airflow,increase,strong,template_train
guest room is windy,zone_bedroom,airflow,decrease,moderate,template_train
"can you do something about the drawing hall, it's a bit humid",zone_living,humidity,decrease,mild,template_train
"can you do something about the my son's room, it's way too dry",zone_bedroom,humidity,increase,strong,template_train
"can you do something about the study, it's muggy",zone_office,humidity,decrease,moderate,template_train
sweltering in the bed room again,zone_bedroom,temperature,decrease,strong,template_train
it's colder than I'd like in here,UNSPECIFIED,temperature,increase,moderate,template_train
completely airless in the kitchen again,zone_kitchen,airflow,increase,strong,template_train
sitting room is humid,zone_living,humidity,decrease,moderate,template_train
now it's sticky,UNSPECIFIED,humidity,decrease,moderate,template_train
it's been boiling in the sitting room all day,zone_living,temperature,decrease,strong,template_train
teh bathroom is quite cold,zone_bathroom,temperature,increase,moderate,template_train
we're sitting in the bedroom and it's so dry my throat hurts,zone_bedroom,humidity,increase,strong,template_train
it's been suffocating in the washroom all day,zone_bathroom,airflow,increase,strong,template_train
sitting room is slightly stale,zone_living,airflow,increase,mild,template_train
it is sticky in the my son's room,zone_bedroom,humidity,decrease,moderate,template_train
we're sitting in the hallway and it's so dry my throat hurts,zone_common,humidity,increase,strong,template_train
"can you do something about the work room, it's dry",zone_office,humidity,increase,moderate,template_train
its unbearably muggy,UNSPECIFIED,humidity,decrease,strong,template_train
it's been like an icebox in the dining area all day,zone_common,temperature,increase,strong,template_train
we're sitting in the mud room and it's a touch stuffy and warm,zone_common,temperature,decrease,mild,template_train
kitchen is humid,zone_kitchen,humidity,decrease,moderate,template_train
"can you do something about the study, it's way too dry",zone_office,humidity,increase,strong,template_train
it is so dry my throat hurts in the mud room,zone_common,humidity,increase,strong,template_train
it's been a bit humid in the dining room all day,zone_common,humidity,decrease,mild,template_train
it's been a little too warm in the work room all day,zone_office,temperature,decrease,mild,template_train
it's been muggy in the lobby all day,zone_common,humidity,decrease,moderate,template_train
"please fix teh study, it's too hot",zone_office,temperature,decrease,moderate,template_train
we're sitting in the study and it's sticky,zone_office,humidity,decrease,moderate,template_train
the drawing hall is warmer than I'd like,zone_living,temperature,decrease,moderate,template_train
now it's humid,UNSPECIFIED,humidity,decrease,moderate,template_train
it is really dry in the work room,zone_office,humidity,increase,moderate,template_train
study is slightly breezy,zone_office,airflow,decrease,mild,template_train
honestly it's just way too hot,UNSPECIFIED,temperature,decrease,strong,template_train
it's been humid in the kitchen all day,zone_kitchen,humidity,decrease,moderate,template_train
